o_order_id,o_customer_sk,weekday,date,store
176640,2768,"Thursday","2012-05-17",5
176641,2203,"Wednesday","2012-09-05",11
176642,3335,"Friday","2013-09-20",7
176643,2353,"Thursday","2013-02-14",11
176644,406,"Thursday","2013-11-21",10
176645,5271,"Wednesday","2013-05-08",6
176646,2887,"Tuesday","2013-10-15",5
176647,492,"Wednesday","2013-11-06",5
176648,2631,"Wednesday","2013-04-10",1
176649,12,"Tuesday","2013-04-30",10
176650,6097,"Wednesday","2013-07-31",2
176651,4392,"Monday","2013-12-23",8
176652,5960,"Wednesday","2013-03-20",11
176653,115,"Friday","2013-07-12",8
176654,4889,"Wednesday","2012-11-14",6
176655,6373,"Monday","2012-02-20",11
176656,3603,"Tuesday","2012-04-24",2
176657,5312,"Friday","2013-11-08",7
176658,2636,"Wednesday","2013-12-25",1
176659,4405,"Thursday","2013-05-23",4
176660,752,"Wednesday","2013-01-09",6
176661,4616,"Wednesday","2012-01-11",11
176662,1742,"Monday","2013-06-03",8
176663,4883,"Wednesday","2013-09-18",7
176664,773,"Sunday","2012-09-23",11
176665,3184,"Monday","2013-04-15",8
176666,2143,"Wednesday","2013-06-26",10
176667,4179,"Saturday","2012-09-08",2
176668,3063,"Saturday","2012-06-09",7
176669,6899,"Saturday","2012-01-21",7
176670,1440,"Friday","2012-12-21",11
176671,4021,"Monday","2013-06-17",5
176672,4197,"Monday","2013-12-09",2
176673,979,"Sunday","2013-01-06",2
176674,4441,"Saturday","2012-12-15",7
176675,2798,"Friday","2013-12-06",1
176676,5680,"Wednesday","2013-10-23",6
176677,860,"Sunday","2013-08-25",9
176678,2088,"Tuesday","2013-07-09",11
176679,1640,"Thursday","2013-03-21",9
176680,97,"Wednesday","2012-10-31",6
176681,247,"Tuesday","2012-07-31",3
176682,5511,"Wednesday","2013-10-30",9
176683,5471,"Wednesday","2013-02-13",9
176684,1771,"Friday","2013-06-21",9
176685,2351,"Tuesday","2013-09-17",5
176686,3707,"Monday","2012-04-02",9
176687,3195,"Tuesday","2013-11-12",3
176688,3439,"Sunday","2012-01-29",8
176689,5924,"Monday","2012-12-17",10
176690,2204,"Friday","2013-03-15",3
176691,152,"Wednesday","2012-01-18",3
176692,5782,"Friday","2013-06-14",10
176693,2235,"Wednesday","2012-02-29",2
176694,2994,"Thursday","2012-08-30",6
176695,3707,"Wednesday","2012-10-24",4
176696,1898,"Monday","2013-09-23",2
176697,3254,"Tuesday","2012-12-18",4
176698,2224,"Wednesday","2012-09-19",7
176699,62,"Saturday","2013-01-19",3
176700,1673,"Wednesday","2013-01-30",4
176701,4908,"Friday","2013-04-05",1
176702,1107,"Wednesday","2012-01-18",5
176703,4802,"Thursday","2012-03-08",1
176704,1236,"Wednesday","2012-07-18",4
176705,1820,"Wednesday","2012-07-04",7
176706,1443,"Wednesday","2012-08-01",5
176707,2078,"Wednesday","2012-10-03",9
176708,4674,"Wednesday","2013-06-05",10
176709,2977,"Tuesday","2013-07-23",6
176710,1844,"Wednesday","2013-06-12",2
176711,2758,"Monday","2012-06-25",4
176712,5791,"Thursday","2013-01-10",5
176713,1291,"Thursday","2012-07-26",2
176714,4177,"Monday","2012-01-16",7
176715,5825,"Monday","2013-04-08",2
176716,437,"Saturday","2013-04-27",1
176717,6931,"Wednesday","2012-10-03",3
176718,4032,"Wednesday","2013-07-17",11
176719,2321,"Friday","2012-12-21",7
176720,4540,"Wednesday","2013-10-09",5
176721,3582,"Monday","2012-07-16",1
176722,1263,"Wednesday","2013-07-17",10
176723,5763,"Wednesday","2012-02-08",8
176724,5338,"Friday","2012-05-25",6
176725,1212,"Thursday","2012-12-27",10
176726,1983,"Tuesday","2012-09-04",2
176727,6625,"Tuesday","2012-05-15",11
176728,4405,"Wednesday","2012-02-22",2
176729,4104,"Friday","2013-02-22",5
176730,6620,"Thursday","2012-12-13",6
176731,4779,"Monday","2012-07-16",11
176732,983,"Saturday","2012-08-18",3
176733,2183,"Tuesday","2013-09-17",7
176734,3158,"Wednesday","2012-04-11",5
176735,1881,"Wednesday","2013-01-30",6
176736,6189,"Friday","2013-06-21",5
176737,2323,"Monday","2013-09-09",11
176738,587,"Friday","2013-04-12",5
176739,4891,"Saturday","2013-07-20",11
176740,5842,"Wednesday","2012-02-15",11
176741,1742,"Thursday","2012-11-08",7
176742,51,"Tuesday","2013-05-28",11
176743,639,"Saturday","2013-01-12",2
176744,4186,"Friday","2012-11-30",7
176745,7018,"Friday","2013-06-07",10
176746,5794,"Tuesday","2012-03-27",8
176747,1387,"Wednesday","2012-01-04",7
176748,5536,"Wednesday","2012-02-08",10
176749,6286,"Friday","2013-05-03",3
176750,6094,"Monday","2013-08-26",7
176751,4542,"Wednesday","2013-11-27",7
176752,6484,"Wednesday","2012-11-21",4
176753,4284,"Monday","2013-07-08",8
176754,3607,"Sunday","2013-04-28",4
176755,436,"Thursday","2012-05-10",2
176756,2967,"Monday","2013-10-14",9
176757,1531,"Friday","2012-04-20",8
176758,278,"Wednesday","2013-06-19",10
176759,352,"Thursday","2013-06-06",10
176760,4317,"Tuesday","2013-01-08",11
176761,6906,"Wednesday","2012-05-16",4
176762,2122,"Thursday","2013-06-27",10
176763,76,"Thursday","2012-06-21",11
176764,3562,"Saturday","2013-05-11",1
176765,4163,"Wednesday","2012-01-25",1
176766,5477,"Saturday","2012-05-05",7
176767,1473,"Friday","2013-10-18",5
176768,3583,"Thursday","2013-07-25",10
176769,6897,"Wednesday","2013-01-30",6
176770,2995,"Thursday","2012-11-15",10
176771,3371,"Friday","2012-12-21",2
176772,6659,"Wednesday","2013-12-25",9
176773,6900,"Wednesday","2013-10-02",10
176774,2054,"Tuesday","2012-08-07",8
176775,4241,"Saturday","2012-07-28",11
176776,3828,"Wednesday","2012-03-07",9
176777,1110,"Thursday","2012-01-12",2
176778,5564,"Thursday","2013-09-12",6
176779,285,"Tuesday","2012-10-09",4
176780,5783,"Tuesday","2013-05-21",4
176781,814,"Wednesday","2012-07-11",1
176782,3493,"Thursday","2012-03-22",2
176783,3868,"Wednesday","2012-01-04",2
176784,1351,"Wednesday","2012-07-04",1
176785,4563,"Wednesday","2013-01-30",8
176786,6777,"Tuesday","2013-11-05",5
176787,3877,"Wednesday","2013-08-28",4
176788,5962,"Thursday","2012-05-03",3
176789,1297,"Wednesday","2012-02-08",3
176790,3670,"Thursday","2012-07-05",1
176791,1560,"Saturday","2013-12-14",7
176792,1453,"Monday","2013-02-11",4
176793,2855,"Wednesday","2013-12-25",4
176794,3768,"Wednesday","2013-06-12",10
176795,3882,"Wednesday","2012-10-31",9
176796,2828,"Wednesday","2012-09-26",4
176797,5417,"Wednesday","2013-07-31",9
176798,6500,"Wednesday","2012-01-25",1
176799,1285,"Wednesday","2013-05-01",7
176800,6458,"Wednesday","2013-01-02",7
176801,1876,"Friday","2012-04-13",9
176802,303,"Thursday","2012-01-26",7
176803,4020,"Wednesday","2012-09-05",1
176804,5285,"Thursday","2012-04-26",9
176805,3414,"Friday","2012-09-21",9
176806,4227,"Monday","2012-07-30",9
176807,1896,"Sunday","2012-05-27",8
176808,6351,"Wednesday","2012-02-22",5
176809,957,"Wednesday","2012-02-22",3
176810,4159,"Sunday","2012-06-17",10
176811,2234,"Thursday","2012-04-05",3
176812,988,"Thursday","2013-09-05",10
176813,6631,"Wednesday","2013-12-25",5
176814,6619,"Saturday","2013-12-21",2
176815,2223,"Wednesday","2012-12-26",9
176816,2303,"Thursday","2013-01-24",3
176817,4782,"Thursday","2012-02-23",9
176818,6991,"Sunday","2012-04-29",9
176819,4988,"Thursday","2012-07-12",11
176820,3074,"Wednesday","2013-09-25",4
176821,5067,"Wednesday","2012-10-10",6
176822,3580,"Wednesday","2013-08-07",3
176823,4274,"Wednesday","2012-10-03",9
176824,2499,"Tuesday","2012-04-03",10
176825,6711,"Saturday","2012-11-10",3
176826,5789,"Tuesday","2013-05-14",4
176827,546,"Wednesday","2013-08-14",11
176828,3128,"Wednesday","2012-02-08",10
176829,1190,"Wednesday","2012-08-08",9
176830,2149,"Thursday","2012-04-05",8
176831,1834,"Sunday","2012-06-17",9
176832,5379,"Tuesday","2012-06-19",2
176833,6929,"Thursday","2012-09-13",8
176834,731,"Wednesday","2012-07-04",11
176835,876,"Friday","2013-12-20",2
176836,4423,"Monday","2013-10-14",8
176837,3596,"Friday","2012-08-31",7
176838,988,"Friday","2012-09-07",10
176839,3196,"Tuesday","2013-06-11",4
176840,4129,"Monday","2012-05-21",3
176841,274,"Thursday","2013-11-14",8
176842,3270,"Tuesday","2013-01-08",6
176843,1938,"Monday","2012-09-17",5
176844,1931,"Tuesday","2012-11-13",8
176845,3533,"Wednesday","2013-03-20",7
176846,6681,"Thursday","2012-07-19",8
176847,1028,"Wednesday","2012-04-18",6
176848,5931,"Wednesday","2012-06-27",11
176849,5643,"Friday","2013-03-29",11
176850,1792,"Saturday","2012-11-24",9
176851,3702,"Friday","2013-05-17",9
176852,103,"Tuesday","2012-06-12",4
176853,2163,"Tuesday","2012-07-10",7
176854,6780,"Tuesday","2012-08-21",6
176855,4170,"Friday","2013-01-18",5
176856,3334,"Tuesday","2013-01-29",1
176857,1925,"Wednesday","2012-08-29",6
176858,4602,"Thursday","2013-09-12",9
176859,514,"Thursday","2012-03-08",2
176860,4613,"Friday","2012-07-20",10
176861,3461,"Wednesday","2012-01-25",2
176862,2365,"Wednesday","2012-08-29",1
176863,4505,"Monday","2012-06-11",3
176864,6830,"Friday","2012-04-20",11
176865,707,"Thursday","2013-03-28",3
176866,1093,"Friday","2012-08-10",2
176867,6088,"Thursday","2012-01-19",2
176868,1612,"Saturday","2012-01-14",8
176869,6598,"Tuesday","2012-06-26",8
176870,5073,"Friday","2013-07-26",4
176871,3028,"Wednesday","2013-10-09",2
176872,5131,"Friday","2012-09-21",6
176873,2293,"Tuesday","2013-04-09",1
176874,2051,"Tuesday","2013-06-04",5
176875,596,"Monday","2013-05-20",10
176876,6497,"Friday","2012-03-02",1
176877,2262,"Monday","2013-08-05",6
176878,5199,"Wednesday","2013-08-14",7
176879,7040,"Thursday","2013-02-07",3
176880,696,"Wednesday","2012-10-17",7
176881,3271,"Monday","2012-04-16",6
176882,3662,"Thursday","2012-01-05",11
176883,5616,"Thursday","2012-05-24",1
176884,937,"Friday","2012-10-26",2
176885,2896,"Wednesday","2013-07-17",1
176886,3979,"Tuesday","2013-03-12",3
176887,6880,"Wednesday","2012-05-02",9
176888,452,"Wednesday","2013-03-06",6
176889,1972,"Wednesday","2012-05-02",4
176890,540,"Thursday","2012-12-20",2
176891,1441,"Tuesday","2013-02-05",3
176892,3503,"Friday","2013-02-01",3
176893,5772,"Wednesday","2012-05-23",4
176894,6812,"Monday","2012-03-19",6
176895,4119,"Tuesday","2013-01-29",9
176896,5232,"Tuesday","2013-07-02",4
176897,5465,"Thursday","2012-09-20",10
176898,3889,"Wednesday","2013-05-01",8
176899,1406,"Thursday","2012-07-26",6
176900,322,"Friday","2012-12-28",10
176901,4603,"Friday","2013-09-27",7
176902,5446,"Wednesday","2012-07-18",8
176903,2345,"Monday","2013-01-28",10
176904,3067,"Friday","2012-07-06",1
176905,1810,"Tuesday","2012-05-15",11
176906,157,"Wednesday","2012-07-04",2
176907,2956,"Sunday","2012-09-09",8
176908,4623,"Friday","2013-09-20",7
176909,2382,"Tuesday","2013-02-26",5
176910,1526,"Tuesday","2013-02-26",1
176911,3535,"Friday","2012-06-08",4
176912,1276,"Wednesday","2013-06-26",10
176913,2962,"Wednesday","2013-12-25",4
176914,4892,"Tuesday","2012-01-31",9
176915,6230,"Tuesday","2013-08-20",1
176916,4465,"Monday","2013-05-20",3
176917,6646,"Friday","2012-07-06",9
176918,3481,"Tuesday","2012-10-16",11
176919,4222,"Wednesday","2013-10-23",7
176920,6832,"Saturday","2013-03-16",2
176921,5890,"Saturday","2012-11-10",7
176922,5366,"Wednesday","2012-09-19",7
176923,143,"Monday","2013-05-20",10
176924,1872,"Thursday","2013-04-25",6
176925,4067,"Wednesday","2013-10-09",5
176926,5823,"Wednesday","2013-10-16",1
176927,6181,"Friday","2013-05-17",9
176928,5213,"Friday","2012-02-17",7
176929,2990,"Friday","2013-10-04",6
176930,1119,"Friday","2012-09-14",1
176931,943,"Sunday","2013-01-06",10
176932,3176,"Wednesday","2013-07-31",4
176933,806,"Wednesday","2012-11-28",9
176934,755,"Thursday","2012-09-13",10
176935,5599,"Wednesday","2012-11-28",5
176936,6365,"Wednesday","2012-07-18",8
176937,4635,"Thursday","2013-09-19",7
176938,6092,"Wednesday","2013-01-23",7
176939,3042,"Monday","2013-12-09",4
176940,2309,"Saturday","2013-03-23",10
176941,3928,"Friday","2013-10-04",9
176942,5509,"Wednesday","2013-02-20",6
176943,2162,"Wednesday","2013-11-13",5
176944,1892,"Wednesday","2012-09-12",9
176945,5399,"Thursday","2013-11-07",8
176946,2239,"Monday","2012-11-26",2
176947,6697,"Wednesday","2012-08-22",7
176948,6077,"Friday","2012-11-02",8
176949,2628,"Wednesday","2012-02-29",11
176950,2467,"Thursday","2013-10-10",2
176951,3054,"Friday","2013-09-06",1
176952,2222,"Saturday","2013-07-27",9
176953,6643,"Thursday","2012-07-05",5
176954,948,"Wednesday","2013-02-27",11
176955,5347,"Thursday","2013-11-21",4
176956,834,"Tuesday","2012-11-27",7
176957,4489,"Tuesday","2012-03-27",1
176958,4144,"Tuesday","2012-04-24",10
176959,5013,"Saturday","2012-12-22",2
176960,981,"Friday","2012-11-09",2
176961,2355,"Tuesday","2013-05-21",3
176962,3147,"Wednesday","2012-01-18",5
176963,3179,"Tuesday","2012-12-18",10
176964,950,"Monday","2013-05-20",7
176965,3024,"Friday","2012-03-16",4
176966,4819,"Wednesday","2013-12-04",3
176967,5554,"Wednesday","2013-06-19",6
176968,1663,"Tuesday","2013-02-12",7
176969,371,"Tuesday","2013-12-10",11
176970,3470,"Wednesday","2013-01-16",10
176971,1152,"Monday","2012-02-13",10
176972,1717,"Tuesday","2013-03-19",5
176973,2621,"Wednesday","2012-12-12",8
176974,5798,"Wednesday","2013-03-06",8
176975,3857,"Thursday","2013-12-26",1
176976,1981,"Tuesday","2012-03-27",4
176977,7,"Wednesday","2012-06-06",9
176978,926,"Wednesday","2013-09-25",7
176979,3875,"Wednesday","2012-10-03",11
176980,4973,"Friday","2012-05-18",4
176981,4822,"Tuesday","2012-07-24",4
176982,6836,"Monday","2012-01-09",5
176983,3305,"Saturday","2013-05-11",6
176984,2133,"Wednesday","2013-10-16",8
176985,1471,"Friday","2013-07-05",5
176986,5726,"Tuesday","2013-11-12",11
176987,5331,"Monday","2013-11-18",1
176988,3220,"Thursday","2012-06-07",2
176989,4734,"Tuesday","2013-05-21",8
176990,1767,"Thursday","2013-07-11",1
176991,1619,"Tuesday","2013-12-24",4
176992,1398,"Wednesday","2012-02-01",2
176993,5701,"Sunday","2012-10-28",6
176994,6332,"Tuesday","2013-12-10",10
176995,1353,"Wednesday","2013-09-25",8
176996,2327,"Wednesday","2012-11-21",4
176997,4837,"Friday","2013-01-18",11
176998,4556,"Wednesday","2012-02-29",1
176999,5196,"Tuesday","2012-10-16",7
177000,3055,"Thursday","2013-12-05",5
177001,6182,"Friday","2013-03-15",2
177002,4053,"Tuesday","2013-12-17",2
177003,1235,"Wednesday","2012-10-17",6
177004,563,"Friday","2013-09-20",7
177005,1020,"Thursday","2013-02-21",11
177006,2990,"Friday","2012-01-06",6
177007,4484,"Thursday","2012-07-26",9
177008,6759,"Friday","2013-04-26",1
177009,5546,"Tuesday","2013-04-16",1
177010,6764,"Wednesday","2013-10-30",9
177011,2275,"Wednesday","2013-08-14",10
177012,6867,"Saturday","2012-05-19",1
177013,88,"Sunday","2012-03-25",7
177014,1814,"Tuesday","2012-02-07",1
177015,726,"Wednesday","2013-10-02",1
177016,6824,"Saturday","2013-08-17",6
177017,5985,"Wednesday","2013-07-17",5
177018,890,"Thursday","2013-02-21",2
177019,4205,"Sunday","2012-01-29",7
177020,2348,"Thursday","2012-01-12",1
177021,7022,"Thursday","2012-03-22",10
177022,4109,"Tuesday","2012-03-27",1
177023,738,"Friday","2013-05-03",7
177024,2068,"Tuesday","2012-06-26",6
177025,2888,"Tuesday","2013-02-19",3
177026,460,"Friday","2012-05-25",1
177027,502,"Friday","2012-07-13",10
177028,4469,"Monday","2012-02-06",8
177029,934,"Friday","2013-07-19",1
177030,4561,"Thursday","2013-02-14",9
177031,4950,"Wednesday","2013-06-12",3
177032,6398,"Wednesday","2013-12-25",9
177033,6013,"Wednesday","2013-07-31",10
177034,5080,"Wednesday","2013-10-30",7
177035,1672,"Friday","2012-10-12",10
177036,3916,"Wednesday","2013-08-14",6
177037,3373,"Wednesday","2013-02-27",9
177038,1404,"Wednesday","2012-08-29",1
177039,5665,"Tuesday","2013-09-24",8
177040,4677,"Wednesday","2012-03-14",3
177041,295,"Thursday","2012-07-19",2
177042,3194,"Thursday","2012-09-27",8
177043,3986,"Wednesday","2013-01-23",8
177044,5744,"Monday","2013-07-29",9
177045,3309,"Wednesday","2013-05-01",9
177046,4553,"Friday","2013-08-23",5
177047,3547,"Tuesday","2012-12-04",8
177048,4008,"Saturday","2012-05-26",4
177049,4380,"Wednesday","2013-10-23",5
177050,6973,"Monday","2013-10-21",7
177051,1192,"Wednesday","2012-12-19",7
177052,3796,"Friday","2012-12-21",6
177053,4606,"Wednesday","2013-09-18",7
177054,4064,"Friday","2013-12-20",9
177055,3324,"Tuesday","2013-01-22",10
177056,4746,"Wednesday","2013-07-24",8
177057,5814,"Tuesday","2013-10-22",10
177058,1501,"Wednesday","2012-10-24",4
177059,239,"Tuesday","2013-09-17",7
177060,6298,"Tuesday","2013-11-26",5
177061,6966,"Wednesday","2013-01-09",6
177062,542,"Tuesday","2013-03-12",3
177063,769,"Friday","2012-07-27",1
177064,1500,"Wednesday","2012-10-03",2
177065,2411,"Wednesday","2012-02-22",2
177066,3988,"Wednesday","2013-06-26",9
177067,5967,"Wednesday","2012-09-05",9
177068,2367,"Monday","2012-01-30",2
177069,6732,"Saturday","2013-04-20",5
177070,2000,"Wednesday","2013-11-13",7
177071,3095,"Tuesday","2013-12-10",2
177072,3770,"Saturday","2012-04-28",4
177073,2813,"Wednesday","2013-03-13",10
177074,5049,"Monday","2013-11-04",3
177075,6644,"Tuesday","2013-03-12",5
177076,6400,"Wednesday","2013-06-26",5
177077,6289,"Wednesday","2013-09-18",11
177078,6088,"Thursday","2013-08-01",6
177079,4365,"Friday","2013-01-25",11
177080,2737,"Wednesday","2012-12-12",6
177081,5955,"Wednesday","2012-05-30",11
177082,4808,"Tuesday","2013-09-10",8
177083,1936,"Monday","2013-07-08",8
177084,3374,"Friday","2012-09-07",8
177085,3239,"Thursday","2013-04-11",7
177086,6639,"Wednesday","2013-07-17",11
177087,728,"Monday","2013-09-02",9
177088,2340,"Wednesday","2013-03-20",2
177089,3365,"Wednesday","2013-05-15",11
177090,2383,"Saturday","2013-06-01",2
177091,26,"Thursday","2013-02-07",7
177092,455,"Wednesday","2012-05-09",5
177093,2594,"Sunday","2012-12-09",9
177094,1639,"Monday","2012-11-12",4
177095,4827,"Tuesday","2012-03-20",7
177096,32,"Thursday","2012-09-06",11
177097,4325,"Friday","2012-05-18",4
177098,5889,"Wednesday","2013-05-08",3
177099,2787,"Friday","2013-12-06",2
177100,3664,"Wednesday","2012-05-16",9
177101,1156,"Friday","2012-02-10",6
177102,173,"Monday","2012-08-06",2
177103,986,"Wednesday","2013-05-29",8
177104,6643,"Friday","2012-09-21",11
177105,2542,"Tuesday","2012-03-13",11
177106,1862,"Wednesday","2012-10-10",7
177107,3821,"Wednesday","2012-07-04",3
177108,2789,"Saturday","2012-03-17",5
177109,172,"Thursday","2012-06-21",10
177110,806,"Wednesday","2013-08-21",2
177111,3962,"Tuesday","2012-03-13",7
177112,6345,"Tuesday","2013-08-13",7
177113,5564,"Thursday","2013-07-18",2
177114,6703,"Friday","2012-11-30",10
177115,5493,"Wednesday","2012-10-31",9
177116,5691,"Tuesday","2012-10-30",11
177117,586,"Saturday","2012-12-08",9
177118,448,"Tuesday","2012-05-22",3
177119,2147,"Saturday","2013-06-15",6
177120,1329,"Wednesday","2013-01-16",5
177121,5226,"Monday","2013-09-09",6
177122,2325,"Thursday","2013-04-11",3
177123,3655,"Tuesday","2012-06-19",5
177124,2195,"Saturday","2013-11-02",4
177125,3626,"Wednesday","2013-09-11",3
177126,3013,"Tuesday","2012-07-31",3
177127,6018,"Wednesday","2012-06-06",4
177128,6140,"Tuesday","2013-09-03",5
177129,3013,"Thursday","2013-02-28",1
177130,5238,"Tuesday","2012-10-09",10
177131,6303,"Thursday","2012-12-27",10
177132,4003,"Tuesday","2012-07-24",6
177133,2724,"Tuesday","2013-02-26",8
177134,2945,"Wednesday","2013-01-23",11
177135,6474,"Monday","2012-11-19",1
177136,1550,"Saturday","2012-03-31",9
177137,3109,"Thursday","2012-09-20",7
177138,3918,"Tuesday","2013-02-19",5
177139,1159,"Thursday","2012-04-19",9
177140,1861,"Wednesday","2013-07-24",10
177141,2903,"Thursday","2012-03-08",6
177142,6370,"Monday","2013-10-28",11
177143,5062,"Wednesday","2013-09-04",8
177144,7001,"Friday","2012-08-24",5
177145,5467,"Wednesday","2013-05-08",2
177146,3634,"Wednesday","2013-02-27",11
177147,3531,"Wednesday","2012-04-11",6
177148,2393,"Sunday","2012-05-13",9
177149,396,"Tuesday","2013-07-09",7
177150,818,"Monday","2013-09-02",3
177151,1807,"Friday","2013-04-19",4
177152,4601,"Friday","2012-01-06",5
177153,4894,"Monday","2013-10-28",2
177154,1514,"Sunday","2013-03-31",6
177155,3202,"Wednesday","2012-04-18",9
177156,1286,"Wednesday","2013-05-15",8
177157,5278,"Wednesday","2012-08-01",1
177158,3003,"Wednesday","2012-07-04",10
177159,3576,"Tuesday","2012-11-20",10
177160,6881,"Saturday","2013-11-23",11
177161,4271,"Wednesday","2012-10-17",4
177162,796,"Wednesday","2012-01-11",7
177163,6667,"Wednesday","2012-11-28",5
177164,4718,"Thursday","2013-11-21",1
177165,3486,"Thursday","2013-05-02",7
177166,3220,"Monday","2013-10-21",10
177167,4626,"Friday","2012-07-13",3
177168,4283,"Friday","2012-11-30",6
177169,4100,"Friday","2013-11-08",5
177170,749,"Wednesday","2012-10-31",2
177171,3491,"Tuesday","2013-11-05",4
177172,2244,"Friday","2012-03-09",4
177173,6030,"Friday","2013-10-11",3
177174,2954,"Thursday","2013-08-15",6
177175,739,"Wednesday","2012-10-17",3
177176,1014,"Thursday","2013-03-28",11
177177,966,"Saturday","2013-12-21",4
177178,4257,"Monday","2012-05-07",8
177179,5485,"Tuesday","2012-11-20",5
177180,6481,"Wednesday","2012-10-03",11
177181,5299,"Wednesday","2012-04-11",7
177182,5180,"Wednesday","2013-02-20",1
177183,648,"Wednesday","2013-05-22",3
177184,4731,"Wednesday","2013-05-15",5
177185,3034,"Friday","2012-10-12",6
177186,4706,"Friday","2012-11-16",8
177187,1116,"Wednesday","2012-10-10",1
177188,5575,"Wednesday","2013-09-04",4
177189,845,"Friday","2013-03-01",2
177190,5584,"Friday","2012-08-24",9
177191,2765,"Friday","2012-05-04",2
177192,3107,"Friday","2012-09-14",6
177193,4754,"Monday","2012-06-18",8
177194,362,"Sunday","2013-06-23",8
177195,1140,"Thursday","2012-10-11",3
177196,6789,"Friday","2012-08-03",1
177197,3406,"Friday","2013-10-04",8
177198,834,"Monday","2012-03-19",1
177199,4986,"Wednesday","2012-07-18",11
177200,1646,"Tuesday","2013-04-30",11
177201,5911,"Friday","2013-11-15",4
177202,4722,"Wednesday","2012-09-19",1
177203,514,"Wednesday","2013-12-18",7
177204,6849,"Wednesday","2012-12-19",2
177205,4079,"Friday","2012-12-28",8
177206,3076,"Monday","2012-12-03",5
177207,3765,"Thursday","2013-08-15",8
177208,4247,"Monday","2013-10-28",6
177209,3630,"Tuesday","2012-02-07",4
177210,935,"Tuesday","2013-07-16",3
177211,1590,"Friday","2013-07-26",11
177212,3028,"Thursday","2013-05-16",6
177213,5040,"Sunday","2012-09-30",10
177214,1258,"Friday","2013-04-12",8
177215,2289,"Friday","2013-10-25",2
177216,1100,"Monday","2013-02-11",2
177217,678,"Monday","2013-07-08",7
177218,2533,"Wednesday","2012-12-12",1
177219,4857,"Friday","2013-10-25",3
177220,946,"Thursday","2013-09-12",1
177221,4847,"Saturday","2012-12-01",3
177222,3816,"Friday","2012-06-08",8
177223,2784,"Friday","2013-06-14",10
177224,5156,"Thursday","2013-07-11",8
177225,6904,"Saturday","2012-10-13",8
177226,4036,"Wednesday","2013-12-18",5
177227,933,"Monday","2012-11-12",2
177228,6333,"Thursday","2012-07-19",5
177229,5807,"Thursday","2012-02-09",11
177230,4819,"Friday","2013-10-25",1
177231,1349,"Friday","2013-01-11",2
177232,3207,"Thursday","2012-05-03",6
177233,6616,"Tuesday","2013-10-29",1
177234,2903,"Tuesday","2012-02-07",2
177235,6021,"Friday","2013-10-04",1
177236,6506,"Wednesday","2013-05-08",11
177237,6082,"Thursday","2013-02-21",9
177238,2307,"Wednesday","2013-12-11",3
177239,733,"Thursday","2013-11-07",6
177240,1405,"Thursday","2012-08-16",1
177241,5864,"Tuesday","2012-11-20",2
177242,5547,"Wednesday","2013-01-30",10
177243,2436,"Monday","2013-03-04",1
177244,7038,"Wednesday","2013-02-27",7
177245,5615,"Tuesday","2012-08-21",2
177246,6078,"Wednesday","2013-01-02",5
177247,1225,"Tuesday","2012-02-14",10
177248,2787,"Saturday","2012-03-31",9
177249,213,"Tuesday","2013-11-26",8
177250,4297,"Wednesday","2013-01-02",2
177251,3698,"Monday","2012-11-12",2
177252,2797,"Wednesday","2013-02-20",3
177253,1944,"Monday","2012-02-27",9
177254,2923,"Monday","2012-09-10",6
177255,6936,"Wednesday","2013-09-11",3
177256,1974,"Tuesday","2013-02-26",4
177257,3719,"Friday","2012-05-18",10
177258,4618,"Wednesday","2013-09-18",3
177259,4963,"Friday","2012-03-23",7
177260,4302,"Thursday","2012-09-27",1
177261,231,"Wednesday","2012-10-31",3
177262,897,"Monday","2012-03-19",5
177263,2747,"Tuesday","2012-02-07",10
177264,6888,"Thursday","2013-09-05",7
177265,2041,"Wednesday","2013-06-12",2
177266,3447,"Tuesday","2013-10-15",11
177267,4490,"Wednesday","2013-03-06",10
177268,3480,"Saturday","2013-01-26",10
177269,1263,"Wednesday","2013-11-13",10
177270,1809,"Monday","2013-07-22",5
177271,4881,"Wednesday","2013-12-04",7
177272,3804,"Tuesday","2013-08-20",10
177273,6329,"Wednesday","2013-12-25",4
177274,4862,"Saturday","2012-02-11",6
177275,2106,"Friday","2012-02-10",11
177276,4345,"Wednesday","2012-10-10",7
177277,406,"Saturday","2012-07-14",6
177278,3485,"Monday","2013-07-01",6
177279,2335,"Friday","2013-04-12",7
177280,5545,"Wednesday","2012-08-01",9
177281,2028,"Monday","2013-12-02",9
177282,4782,"Wednesday","2013-03-20",10
177283,2138,"Thursday","2012-02-09",11
177284,6684,"Wednesday","2013-03-20",9
177285,3616,"Wednesday","2013-01-23",5
177286,5835,"Monday","2013-03-11",6
177287,6614,"Wednesday","2013-06-26",9
177288,5029,"Tuesday","2013-06-18",3
177289,5688,"Wednesday","2012-01-04",6
177290,2585,"Wednesday","2012-09-19",11
177291,5094,"Thursday","2012-04-26",3
177292,5489,"Wednesday","2013-01-30",10
177293,858,"Wednesday","2012-11-14",6
177294,4389,"Tuesday","2013-04-09",6
177295,3418,"Wednesday","2012-02-15",4
177296,213,"Wednesday","2013-05-08",1
177297,4224,"Monday","2012-11-05",4
177298,990,"Wednesday","2012-02-15",9
177299,3298,"Friday","2012-05-25",3
177300,4219,"Friday","2013-01-11",3
177301,3091,"Monday","2012-01-09",11
177302,4070,"Saturday","2012-10-27",7
